Breed,Source,Organization,Country,TransboundaryName
Griffon bleu de gascogne,https://www.skk.se/sv/hundraser/Griffon-bleu-de-gascogne,SKK,SWE,
Griffon bruxellois,https://www.skk.se/sv/hundraser/Griffon-bruxellois,SKK,SWE,
Griffon d'arret à poil dur/korthals,https://www.skk.se/sv/hundraser/Griffon-d'arret-à-poil-dur/korthals,SKK,SWE,
Griffon fauve de bretagne,https://www.skk.se/sv/hundraser/Griffon-fauve-de-bretagne,SKK,SWE,
Griffon nivernais,https://www.skk.se/sv/hundraser/Griffon-nivernais,SKK,SWE,
Grosser münsterländer,https://www.skk.se/sv/hundraser/Grosser-münsterländer,SKK,SWE,
Grosser schweizer sennenhund,https://www.skk.se/sv/hundraser/Grosser-schweizer-sennenhund,SKK,SWE,
Grönlandshund,https://www.skk.se/sv/hundraser/Grönlandshund,SKK,SWE,
Haldenstövare,https://www.skk.se/sv/hundraser/Haldenstövare,SKK,SWE,
Hamiltonstövare,https://www.skk.se/sv/hundraser/Hamiltonstövare,SKK,SWE,
Hannoveransk viltspårhund,https://www.skk.se/sv/hundraser/Hannoveransk-viltspårhund,SKK,SWE,
Harrier,https://www.skk.se/sv/hundraser/Harrier,SKK,SWE,
Hellinikos ichnilatis,https://www.skk.se/sv/hundraser/Hellinikos-ichnilatis,SKK,SWE,
Hokkaido,https://www.skk.se/sv/hundraser/Hokkaido,SKK,SWE,
"Hollandse herdershond, korthårig","https://www.skk.se/sv/hundraser/Hollandse-herdershond,-korthårig",SKK,SWE,
"Hollandse herdershond, långhårig","https://www.skk.se/sv/hundraser/Hollandse-herdershond,-långhårig",SKK,SWE,
"Hollandse herdershond, strävhårig","https://www.skk.se/sv/hundraser/Hollandse-herdershond,-strävhårig",SKK,SWE,
Hollandse smoushond,https://www.skk.se/sv/hundraser/Hollandse-smoushond,SKK,SWE,
Hovawart,https://www.skk.se/sv/hundraser/Hovawart,SKK,SWE,
Hrvatski ovcar,https://www.skk.se/sv/hundraser/Hrvatski-ovcar,SKK,SWE,
Hygenstövare,https://www.skk.se/sv/hundraser/Hygenstövare,SKK,SWE,
Hälleforshund,https://www.skk.se/sv/hundraser/Hälleforshund,SKK,SWE,
Irish glen of imaal terrier,https://www.skk.se/sv/hundraser/Irish-glen-of-imaal-terrier,SKK,SWE,
Irish softcoated wheaten terrier,https://www.skk.se/sv/hundraser/Irish-softcoated-wheaten-terrier,SKK,SWE,
Irländsk röd och vit setter,https://www.skk.se/sv/hundraser/Irländsk-röd-och-vit-setter,SKK,SWE,
Irländsk röd setter,https://www.skk.se/sv/hundraser/Irländsk-röd-setter,SKK,SWE,
Irländsk terrier,https://www.skk.se/sv/hundraser/Irländsk-terrier,SKK,SWE,
Irländsk varghund,https://www.skk.se/sv/hundraser/Irländsk-varghund,SKK,SWE,
Irländsk vattenspaniel,https://www.skk.se/sv/hundraser/Irländsk-vattenspaniel,SKK,SWE,
Isländsk fårhund,https://www.skk.se/sv/hundraser/Isländsk-fårhund,SKK,SWE,
Istarski kratkodlaki gonic,https://www.skk.se/sv/hundraser/Istarski-kratkodlaki-gonic,SKK,SWE,
Istarski ostrodlaki gonic,https://www.skk.se/sv/hundraser/Istarski-ostrodlaki-gonic,SKK,SWE,
Italiensk vinthund,https://www.skk.se/sv/hundraser/Italiensk-vinthund,SKK,SWE,
Jack russell terrier,https://www.skk.se/sv/hundraser/Jack-russell-terrier,SKK,SWE,
Jakutskaja lajka,https://www.skk.se/sv/hundraser/Jakutskaja-lajka,SKK,SWE,
Japanese chin,https://www.skk.se/sv/hundraser/Japanese-chin,SKK,SWE,
Japansk spets,https://www.skk.se/sv/hundraser/Japansk-spets,SKK,SWE,
Juzjnorusskaja ovtjarka,https://www.skk.se/sv/hundraser/Juzjnorusskaja-ovtjarka,SKK,SWE,
Jämthund,https://www.skk.se/sv/hundraser/Jämthund,SKK,SWE,
Kai,https://www.skk.se/sv/hundraser/Kai,SKK,SWE,
Kangal çoban köpegi,https://www.skk.se/sv/hundraser/Kangal-çoban-köpegi,SKK,SWE,
Karelsk björnhund,https://www.skk.se/sv/hundraser/Karelsk-björnhund,SKK,SWE,
Kavkazskaja ovtjarka,https://www.skk.se/sv/hundraser/Kavkazskaja-ovtjarka,SKK,SWE,
Keeshond,https://www.skk.se/sv/hundraser/Keeshond,SKK,SWE,
Kerry blue terrier,https://www.skk.se/sv/hundraser/Kerry-blue-terrier,SKK,SWE,
King charles spaniel,https://www.skk.se/sv/hundraser/King-charles-spaniel,SKK,SWE,
Kishu,https://www.skk.se/sv/hundraser/Kishu,SKK,SWE,
Kleiner münsterländer,https://www.skk.se/sv/hundraser/Kleiner-münsterländer,SKK,SWE,
Komondor,https://www.skk.se/sv/hundraser/Komondor,SKK,SWE,
Korea jindo dog,https://www.skk.se/sv/hundraser/Korea-jindo-dog,SKK,SWE,
Korthårig vorsteh,https://www.skk.se/sv/hundraser/Korthårig-vorsteh,SKK,SWE,
Kraski ovcar,https://www.skk.se/sv/hundraser/Kraski-ovcar,SKK,SWE,
Kromfohrländer,https://www.skk.se/sv/hundraser/Kromfohrländer,SKK,SWE,
Kuvasz,https://www.skk.se/sv/hundraser/Kuvasz,SKK,SWE,
Labrador retriever,https://www.skk.se/sv/hundraser/Labrador-retriever,SKK,SWE,
Lagotto romagnolo,https://www.skk.se/sv/hundraser/Lagotto-romagnolo,SKK,SWE,
Lakelandterrier,https://www.skk.se/sv/hundraser/Lakelandterrier,SKK,SWE,
Lancashire heeler,https://www.skk.se/sv/hundraser/Lancashire-heeler,SKK,SWE,
Landseer,https://www.skk.se/sv/hundraser/Landseer,SKK,SWE,
Lapsk vallhund,https://www.skk.se/sv/hundraser/Lapsk-vallhund,SKK,SWE,
Lapsk vallhund/finsk lapphund,https://www.skk.se/sv/hundraser/Lapsk-vallhund/finsk-lapphund,SKK,SWE,
Leonberger,https://www.skk.se/sv/hundraser/Leonberger,SKK,SWE,
Lhasa apso,https://www.skk.se/sv/hundraser/Lhasa-apso,SKK,SWE,
Långhårig vorsteh,https://www.skk.se/sv/hundraser/Långhårig-vorsteh,SKK,SWE,
Löwchen,https://www.skk.se/sv/hundraser/Löwchen,SKK,SWE,
Magyar agar,https://www.skk.se/sv/hundraser/Magyar-agar,SKK,SWE,
Malteser,https://www.skk.se/sv/hundraser/Malteser,SKK,SWE,
Manchesterterrier,https://www.skk.se/sv/hundraser/Manchesterterrier,SKK,SWE,
Maremmano abruzzese,https://www.skk.se/sv/hundraser/Maremmano-abruzzese,SKK,SWE,
Mastiff,https://www.skk.se/sv/hundraser/Mastiff,SKK,SWE,
Mastín espanol,https://www.skk.se/sv/hundraser/Mastín-espanol,SKK,SWE,
Mastino napoletano,https://www.skk.se/sv/hundraser/Mastino-napoletano,SKK,SWE,
Miniature american shepherd,https://www.skk.se/sv/hundraser/Miniature-american-shepherd,SKK,SWE,
Miniatyrbullterrier,https://www.skk.se/sv/hundraser/Miniatyrbullterrier,SKK,SWE,
Mops,https://www.skk.se/sv/hundraser/Mops,SKK,SWE,
Mudi,https://www.skk.se/sv/hundraser/Mudi,SKK,SWE,
Nederlandse kooikerhondje,https://www.skk.se/sv/hundraser/Nederlandse-kooikerhondje,SKK,SWE,
Nederlandse schapendoes,https://www.skk.se/sv/hundraser/Nederlandse-schapendoes,SKK,SWE,
Newfoundlandshund,https://www.skk.se/sv/hundraser/Newfoundlandshund,SKK,SWE,
Nihon teria,https://www.skk.se/sv/hundraser/Nihon-teria,SKK,SWE,
Norfolkterrier,https://www.skk.se/sv/hundraser/Norfolkterrier,SKK,SWE,
Norrbottenspets,https://www.skk.se/sv/hundraser/Norrbottenspets,SKK,SWE,
Norsk buhund,https://www.skk.se/sv/hundraser/Norsk-buhund,SKK,SWE,
Norsk lundehund,https://www.skk.se/sv/hundraser/Norsk-lundehund,SKK,SWE,
"Norsk älghund, grå (gråhund)","https://www.skk.se/sv/hundraser/Norsk-älghund,-grå-(gråhund)",SKK,SWE,
"Norsk älghund, svart","https://www.skk.se/sv/hundraser/Norsk-älghund,-svart",SKK,SWE,
Norwichterrier,https://www.skk.se/sv/hundraser/Norwichterrier,SKK,SWE,
Nova scotia duck tolling retriever,https://www.skk.se/sv/hundraser/Nova-scotia-duck-tolling-retriever,SKK,SWE,
Ogar polski,https://www.skk.se/sv/hundraser/Ogar-polski,SKK,SWE,
Old english sheepdog,https://www.skk.se/sv/hundraser/Old-english-sheepdog,SKK,SWE,
Otterhound,https://www.skk.se/sv/hundraser/Otterhound,SKK,SWE,
Papillon,https://www.skk.se/sv/hundraser/Papillon,SKK,SWE,
Parson russell terrier,https://www.skk.se/sv/hundraser/Parson-russell-terrier,SKK,SWE,
Pekingese,https://www.skk.se/sv/hundraser/Pekingese,SKK,SWE,
Perdigueiro portugues,https://www.skk.se/sv/hundraser/Perdigueiro-portugues,SKK,SWE,
Perdiguero de burgos,https://www.skk.se/sv/hundraser/Perdiguero-de-burgos,SKK,SWE,
Perro de agua espanol,https://www.skk.se/sv/hundraser/Perro-de-agua-espanol,SKK,SWE,
Perro dogo mallorquín/ca de bou,https://www.skk.se/sv/hundraser/Perro-dogo-mallorquín/ca-de-bou,SKK,SWE,
Perro sin pelo del peru,https://www.skk.se/sv/hundraser/Perro-sin-pelo-del-peru,SKK,SWE,
"Perro sin pelo del perú, grande","https://www.skk.se/sv/hundraser/Perro-sin-pelo-del-perú,-grande",SKK,SWE,
"Perro sin pelo del perú, médio","https://www.skk.se/sv/hundraser/Perro-sin-pelo-del-perú,-médio",SKK,SWE,
"Perro sin pelo del perú, pequeno","https://www.skk.se/sv/hundraser/Perro-sin-pelo-del-perú,-pequeno",SKK,SWE,
Petit basset griffon vendéen,https://www.skk.se/sv/hundraser/Petit-basset-griffon-vendéen,SKK,SWE,
Petit bleu de gascogne,https://www.skk.se/sv/hundraser/Petit-bleu-de-gascogne,SKK,SWE,
Petit brabancon,https://www.skk.se/sv/hundraser/Petit-brabancon,SKK,SWE,
Phalène,https://www.skk.se/sv/hundraser/Phalène,SKK,SWE,
Pinscher,https://www.skk.se/sv/hundraser/Pinscher,SKK,SWE,
Plott,https://www.skk.se/sv/hundraser/Plott,SKK,SWE,
Podenco canario,https://www.skk.se/sv/hundraser/Podenco-canario,SKK,SWE,
"Podenco ibicenco, korthårig","https://www.skk.se/sv/hundraser/Podenco-ibicenco,-korthårig",SKK,SWE,
"Podenco ibicenco, strävhårig","https://www.skk.se/sv/hundraser/Podenco-ibicenco,-strävhårig",SKK,SWE,
"Podengo portugues, cerdoso/grande","https://www.skk.se/sv/hundraser/Podengo-portugues,-cerdoso/grande",SKK,SWE,
"Podengo portugues, cerdoso/médio","https://www.skk.se/sv/hundraser/Podengo-portugues,-cerdoso/médio",SKK,SWE,
"Podengo portugues, cerdoso/pequeno","https://www.skk.se/sv/hundraser/Podengo-portugues,-cerdoso/pequeno",SKK,SWE,
"Podengo portugues, liso/grande","https://www.skk.se/sv/hundraser/Podengo-portugues,-liso/grande",SKK,SWE,
"Podengo portugues, liso/médio","https://www.skk.se/sv/hundraser/Podengo-portugues,-liso/médio",SKK,SWE,
"Podengo portugues, liso/pequeno","https://www.skk.se/sv/hundraser/Podengo-portugues,-liso/pequeno",SKK,SWE,
Pointer,https://www.skk.se/sv/hundraser/Pointer,SKK,SWE,
Poitevin,https://www.skk.se/sv/hundraser/Poitevin,SKK,SWE,
Polski owczarek nizinny,https://www.skk.se/sv/hundraser/Polski-owczarek-nizinny,SKK,SWE,
Polski owczarek podhalanski,https://www.skk.se/sv/hundraser/Polski-owczarek-podhalanski,SKK,SWE,
Polski spaniel mysliwski,https://www.skk.se/sv/hundraser/Polski-spaniel-mysliwski,SKK,SWE,
Pomeranian,https://www.skk.se/sv/hundraser/Pomeranian,SKK,SWE,
Porcelaine,https://www.skk.se/sv/hundraser/Porcelaine,SKK,SWE,
Portugisisk vattenhund,https://www.skk.se/sv/hundraser/Portugisisk-vattenhund,SKK,SWE,
Posavski gonic,https://www.skk.se/sv/hundraser/Posavski-gonic,SKK,SWE,
Prazský krysarík,https://www.skk.se/sv/hundraser/Prazský-krysarík,SKK,SWE,
Presa canario,https://www.skk.se/sv/hundraser/Presa-canario,SKK,SWE,
"Pudel, dvärg","https://www.skk.se/sv/hundraser/Pudel,-dvärg",SKK,SWE,
"Pudel, mellan","https://www.skk.se/sv/hundraser/Pudel,-mellan",SKK,SWE,
"Pudel, stor","https://www.skk.se/sv/hundraser/Pudel,-stor",SKK,SWE,
"Pudel, toy","https://www.skk.se/sv/hundraser/Pudel,-toy",SKK,SWE,
Pudelpointer,https://www.skk.se/sv/hundraser/Pudelpointer,SKK,SWE,
Puli,https://www.skk.se/sv/hundraser/Puli,SKK,SWE,
Pumi,https://www.skk.se/sv/hundraser/Pumi,SKK,SWE,
Pyrenéerhund,https://www.skk.se/sv/hundraser/Pyrenéerhund,SKK,SWE,
Pyreneisk mastiff,https://www.skk.se/sv/hundraser/Pyreneisk-mastiff,SKK,SWE,
Rafeiro do alentejo,https://www.skk.se/sv/hundraser/Rafeiro-do-alentejo,SKK,SWE,
Rastreador brasileiro,https://www.skk.se/sv/hundraser/Rastreador-brasileiro,SKK,SWE,
Rat terrier,https://www.skk.se/sv/hundraser/Rat-terrier,SKK,SWE,
Ratonero bodeguero andaluz,https://www.skk.se/sv/hundraser/Ratonero-bodeguero-andaluz,SKK,SWE,
Rhodesian ridgeback,https://www.skk.se/sv/hundraser/Rhodesian-ridgeback,SKK,SWE,
Riesenschnauzer,https://www.skk.se/sv/hundraser/Riesenschnauzer,SKK,SWE,
"Riesenschnauzer, peppar & salt","https://www.skk.se/sv/hundraser/Riesenschnauzer,-peppar-&-salt",SKK,SWE,
"Riesenschnauzer, svart","https://www.skk.se/sv/hundraser/Riesenschnauzer,-svart",SKK,SWE,
"Riesenschnauzer, svart & silver","https://www.skk.se/sv/hundraser/Riesenschnauzer,-svart-&-silver",SKK,SWE,
Rottweiler,https://www.skk.se/sv/hundraser/Rottweiler,SKK,SWE,
Russkaja gontjaja,https://www.skk.se/sv/hundraser/Russkaja-gontjaja,SKK,SWE,
Russkaja tsvetnaja bolonka,https://www.skk.se/sv/hundraser/Russkaja-tsvetnaja-bolonka,SKK,SWE,
Russkiy toy,https://www.skk.se/sv/hundraser/Russkiy-toy,SKK,SWE,
"Russkiy toy, långhårig","https://www.skk.se/sv/hundraser/Russkiy-toy,-långhårig",SKK,SWE,
"Russkiy toy, släthårig","https://www.skk.se/sv/hundraser/Russkiy-toy,-släthårig",SKK,SWE,
Rysk svart terrier,https://www.skk.se/sv/hundraser/Rysk-svart-terrier,SKK,SWE,
Rysk-europeisk lajka,https://www.skk.se/sv/hundraser/Rysk-europeisk-lajka,SKK,SWE,
Saarloos wolfhond,https://www.skk.se/sv/hundraser/Saarloos-wolfhond,SKK,SWE,
Sabueso espanol,https://www.skk.se/sv/hundraser/Sabueso-espanol,SKK,SWE,
Saluki,https://www.skk.se/sv/hundraser/Saluki,SKK,SWE,
Samojedhund,https://www.skk.se/sv/hundraser/Samojedhund,SKK,SWE,
"Sankt bernhardshund, korthårig","https://www.skk.se/sv/hundraser/Sankt-bernhardshund,-korthårig",SKK,SWE,
"Sankt bernhardshund, långhårig","https://www.skk.se/sv/hundraser/Sankt-bernhardshund,-långhårig",SKK,SWE,
Sarplaninac,https://www.skk.se/sv/hundraser/Sarplaninac,SKK,SWE,
Schillerstövare,https://www.skk.se/sv/hundraser/Schillerstövare,SKK,SWE,
Schillerstövare (rasvård),https://www.skk.se/sv/hundraser/Schillerstövare-(rasvård),SKK,SWE,
Schipperke,https://www.skk.se/sv/hundraser/Schipperke,SKK,SWE,
Schnauzer,https://www.skk.se/sv/hundraser/Schnauzer,SKK,SWE,
"Schnauzer, peppar & salt","https://www.skk.se/sv/hundraser/Schnauzer,-peppar-&-salt",SKK,SWE,
"Schnauzer, svart","https://www.skk.se/sv/hundraser/Schnauzer,-svart",SKK,SWE,
Schweizisk liten stövare/ berner,https://www.skk.se/sv/hundraser/Schweizisk-liten-stövare/-berner,SKK,SWE,
Schweizisk liten stövare/ jura,https://www.skk.se/sv/hundraser/Schweizisk-liten-stövare/-jura,SKK,SWE,
Schweizisk liten stövare/ luzerner,https://www.skk.se/sv/hundraser/Schweizisk-liten-stövare/-luzerner,SKK,SWE,
Schweizisk liten stövare/ schwyzer,https://www.skk.se/sv/hundraser/Schweizisk-liten-stövare/-schwyzer,SKK,SWE,
Schweizisk stövare/ berner,https://www.skk.se/sv/hundraser/Schweizisk-stövare/-berner,SKK,SWE,
Schweizisk stövare/ jura,https://www.skk.se/sv/hundraser/Schweizisk-stövare/-jura,SKK,SWE,
Schweizisk stövare/ luzerner,https://www.skk.se/sv/hundraser/Schweizisk-stövare/-luzerner,SKK,SWE,
Schweizisk stövare/ schwyzer,https://www.skk.se/sv/hundraser/Schweizisk-stövare/-schwyzer,SKK,SWE,
Sealyhamterrier,https://www.skk.se/sv/hundraser/Sealyhamterrier,SKK,SWE,
"Segugio italiano, släthårig","https://www.skk.se/sv/hundraser/Segugio-italiano,-släthårig",SKK,SWE,
"Segugio italiano, strävhårig","https://www.skk.se/sv/hundraser/Segugio-italiano,-strävhårig",SKK,SWE,
Segugio maremmano,https://www.skk.se/sv/hundraser/Segugio-maremmano,SKK,SWE,
Shar pei,https://www.skk.se/sv/hundraser/Shar-pei,SKK,SWE,
Shetland sheepdog,https://www.skk.se/sv/hundraser/Shetland-sheepdog,SKK,SWE,
Shiba,https://www.skk.se/sv/hundraser/Shiba,SKK,SWE,
Shih tzu,https://www.skk.se/sv/hundraser/Shih-tzu,SKK,SWE,
Shikoku,https://www.skk.se/sv/hundraser/Shikoku,SKK,SWE,
Siberian husky,https://www.skk.se/sv/hundraser/Siberian-husky,SKK,SWE,
Silky terrier,https://www.skk.se/sv/hundraser/Silky-terrier,SKK,SWE,
Skk testras x,https://www.skk.se/sv/hundraser/Skk-testras-x,SKK,SWE,
Skotsk hjorthund,https://www.skk.se/sv/hundraser/Skotsk-hjorthund,SKK,SWE,
Skotsk terrier,https://www.skk.se/sv/hundraser/Skotsk-terrier,SKK,SWE,
Skyeterrier,https://www.skk.se/sv/hundraser/Skyeterrier,SKK,SWE,
Sloughi,https://www.skk.se/sv/hundraser/Sloughi,SKK,SWE,
Slovenský cuvac,https://www.skk.se/sv/hundraser/Slovenský-cuvac,SKK,SWE,
Slovenský hrubosrsty stavac (ohar),https://www.skk.se/sv/hundraser/Slovenský-hrubosrsty-stavac-(ohar),SKK,SWE,
Slovenský kopov,https://www.skk.se/sv/hundraser/Slovenský-kopov,SKK,SWE,
Släthårig foxterrier,https://www.skk.se/sv/hundraser/Släthårig-foxterrier,SKK,SWE,
Smålandsstövare,https://www.skk.se/sv/hundraser/Smålandsstövare,SKK,SWE,
Smålandsstövare (rasvård),https://www.skk.se/sv/hundraser/Smålandsstövare-(rasvård),SKK,SWE,
Spinone,https://www.skk.se/sv/hundraser/Spinone,SKK,SWE,
Sredneasiatskaja ovtjarka,https://www.skk.se/sv/hundraser/Sredneasiatskaja-ovtjarka,SKK,SWE,
Srpski gonic,https://www.skk.se/sv/hundraser/Srpski-gonic,SKK,SWE,
Srpski trobojni gonic,https://www.skk.se/sv/hundraser/Srpski-trobojni-gonic,SKK,SWE,
Stabijhoun,https://www.skk.se/sv/hundraser/Stabijhoun,SKK,SWE,
Staffordshire bullterrier,https://www.skk.se/sv/hundraser/Staffordshire-bullterrier,SKK,SWE,
Steirische rauhhaarbracke,https://www.skk.se/sv/hundraser/Steirische-rauhhaarbracke,SKK,SWE,
Strävhårig foxterrier,https://www.skk.se/sv/hundraser/Strävhårig-foxterrier,SKK,SWE,
Strävhårig vorsteh,https://www.skk.se/sv/hundraser/Strävhårig-vorsteh,SKK,SWE,
Sussex spaniel,https://www.skk.se/sv/hundraser/Sussex-spaniel,SKK,SWE,
Svensk lapphund,https://www.skk.se/sv/hundraser/Svensk-lapphund,SKK,SWE,
Svensk vit älghund,https://www.skk.se/sv/hundraser/Svensk-vit-älghund,SKK,SWE,
Taiwan dog,https://www.skk.se/sv/hundraser/Taiwan-dog,SKK,SWE,
Tax,https://www.skk.se/sv/hundraser/Tax,SKK,SWE,
Tenterfield terrier,https://www.skk.se/sv/hundraser/Tenterfield-terrier,SKK,SWE,
Terrier brasileiro,https://www.skk.se/sv/hundraser/Terrier-brasileiro,SKK,SWE,
Thai bangkaew dog,https://www.skk.se/sv/hundraser/Thai-bangkaew-dog,SKK,SWE,
Thai ridgeback dog,https://www.skk.se/sv/hundraser/Thai-ridgeback-dog,SKK,SWE,
Tibetansk mastiff,https://www.skk.se/sv/hundraser/Tibetansk-mastiff,SKK,SWE,
Tibetansk spaniel,https://www.skk.se/sv/hundraser/Tibetansk-spaniel,SKK,SWE,
Tibetansk terrier,https://www.skk.se/sv/hundraser/Tibetansk-terrier,SKK,SWE,
Tirolerbracke,https://www.skk.se/sv/hundraser/Tirolerbracke,SKK,SWE,
Tornjak,https://www.skk.se/sv/hundraser/Tornjak,SKK,SWE,
Tosa,https://www.skk.se/sv/hundraser/Tosa,SKK,SWE,
Treeing walker coonhound,https://www.skk.se/sv/hundraser/Treeing-walker-coonhound,SKK,SWE,
Tysk jaktterrier,https://www.skk.se/sv/hundraser/Tysk-jaktterrier,SKK,SWE,
Tysk schäferhund,https://www.skk.se/sv/hundraser/Tysk-schäferhund,SKK,SWE,
Tysk spets/ grosspitz,https://www.skk.se/sv/hundraser/Tysk-spets/-grosspitz,SKK,SWE,
Tysk spets/ kleinspitz,https://www.skk.se/sv/hundraser/Tysk-spets/-kleinspitz,SKK,SWE,
Tysk spets/ mittelspitz,https://www.skk.se/sv/hundraser/Tysk-spets/-mittelspitz,SKK,SWE,
"Ungersk vizsla, korthårig","https://www.skk.se/sv/hundraser/Ungersk-vizsla,-korthårig",SKK,SWE,
"Ungersk vizsla, strävhårig","https://www.skk.se/sv/hundraser/Ungersk-vizsla,-strävhårig",SKK,SWE,
Vit herdehund,https://www.skk.se/sv/hundraser/Vit-herdehund,SKK,SWE,
Volpino italiano,https://www.skk.se/sv/hundraser/Volpino-italiano,SKK,SWE,
Vostotjnoevropejskaja ovtjarka,https://www.skk.se/sv/hundraser/Vostotjnoevropejskaja-ovtjarka,SKK,SWE,
Västgötaspets,https://www.skk.se/sv/hundraser/Västgötaspets,SKK,SWE,
Västsibirisk lajka,https://www.skk.se/sv/hundraser/Västsibirisk-lajka,SKK,SWE,
Wachtelhund,https://www.skk.se/sv/hundraser/Wachtelhund,SKK,SWE,
"Weimaraner, korthårig","https://www.skk.se/sv/hundraser/Weimaraner,-korthårig",SKK,SWE,
"Weimaraner, långhårig","https://www.skk.se/sv/hundraser/Weimaraner,-långhårig",SKK,SWE,
Welsh corgi cardigan,https://www.skk.se/sv/hundraser/Welsh-corgi-cardigan,SKK,SWE,
Welsh corgi pembroke,https://www.skk.se/sv/hundraser/Welsh-corgi-pembroke,SKK,SWE,
Welsh springer spaniel,https://www.skk.se/sv/hundraser/Welsh-springer-spaniel,SKK,SWE,
Welshterrier,https://www.skk.se/sv/hundraser/Welshterrier,SKK,SWE,
West highland white terrier,https://www.skk.se/sv/hundraser/West-highland-white-terrier,SKK,SWE,
Westfälische dachsbracke,https://www.skk.se/sv/hundraser/Westfälische-dachsbracke,SKK,SWE,
Wetterhoun,https://www.skk.se/sv/hundraser/Wetterhoun,SKK,SWE,
Whippet,https://www.skk.se/sv/hundraser/Whippet,SKK,SWE,
Working kelpie,https://www.skk.se/sv/hundraser/Working-kelpie,SKK,SWE,
Xoloitzcuintle,https://www.skk.se/sv/hundraser/Xoloitzcuintle,SKK,SWE,
"Xoloitzcuintle, liten","https://www.skk.se/sv/hundraser/Xoloitzcuintle,-liten",SKK,SWE,
"Xoloitzcuintle, mellan","https://www.skk.se/sv/hundraser/Xoloitzcuintle,-mellan",SKK,SWE,
"Xoloitzcuintle, stor","https://www.skk.se/sv/hundraser/Xoloitzcuintle,-stor",SKK,SWE,
Yorkshireterrier,https://www.skk.se/sv/hundraser/Yorkshireterrier,SKK,SWE,
Österreichischer pinscher,https://www.skk.se/sv/hundraser/Österreichischer-pinscher,SKK,SWE,
Östsibirisk lajka,https://www.skk.se/sv/hundraser/Östsibirisk-lajka,SKK,SWE,
