Breed	iDog_ID	iDog_Ref	Alt_Names	Country_of_Origin	AKC	CKC	UKC	FCI
Lhasa Apso	CB153	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=153	Lhasa Apso|Long-haired Lhasa dog	Tibet	http://akc.org/dog-breeds/lhasa-apso	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Lhasa-Apso	https://www.ukcdogs.com/lhasa-apso	http://www.fci.be/en/nomenclature/LHASA-APSO-227.html
Lowchen	CB154	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=154	Lowchen|Petit Chien Lion|Little Lion Dog	Germany, France, Netherlands, Spain	http://akc.org/dog-breeds/lowchen	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Lowchen	https://www.ukcdogs.com/lowchen	http://www.fci.be/en/nomenclature/LITTLE-LION-DOG-233.html
Maltese	CB155	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=155	Maltese lion puppy|Canis familiaris Maelitacus	Italy	http://akc.org/dog-breeds/maltese	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Maltese	https://www.ukcdogs.com/maltese	http://www.fci.be/en/nomenclature/MALTESE-65.html
Manchester Terrier	CB156	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=156	Manchester Terrier|Manchester Terrier	United Kingdom (England)	http://akc.org/dog-breeds/manchester-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Manchester-Terrier	https://www.ukcdogs.com/manchester-terrier	http://www.fci.be/en/nomenclature/MANCHESTER-TERRIER-71.html
Mastiff	CB157	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=157	Mastiff|English Mastiff|Old English Mastiff	England	http://akc.org/dog-breeds/mastiff	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Mastiff	https://www.ukcdogs.com/mastiff	http://www.fci.be/en/nomenclature/MASTIFF-264.html
Miniature American Shepherd	CB158	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=158	Miniature American Shepherd|Miniature American Shepherd	United States	http://akc.org/dog-breeds/miniature-american-shepherd	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Miniature-American-Shepherd-en	https://www.ukcdogs.com/miniature-american-shepherd	http://www.fci.be/en/nomenclature/MINIATURE-AMERICAN-SHEPHERD-367.html
Miniature Bull Terrier	CB159	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=159	Miniature Bull Terrier|Miniature Bull Terrier	United Kingdom (England)	http://akc.org/dog-breeds/miniature-bull-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Bull-Terrier-Miniature	https://www.ukcdogs.com/miniature-bull-terrier	http://www.fci.be/en/nomenclature/MINIATURE-BULL-TERRIER-359.html
Miniature Pinscher	CB160	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=160	Min Pin|King of the Toys|Zwergpinscher	Germany	http://akc.org/dog-breeds/miniature-pinscher	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Miniature-Pinscher	https://www.ukcdogs.com/miniature-pinscher	http://www.fci.be/en/nomenclature/MINIATURE-PINSCHER-185.html
Miniature Schnauzer	CB161	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=161	Miniature Schnauzer|Zwergschnauzer (Dwarf Schnauzer)	Germany	http://akc.org/dog-breeds/miniature-schnauzer	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Schnauzer-Miniature	https://www.ukcdogs.com/miniature-schnauzer	http://www.fci.be/en/nomenclature/MINIATURE-SCHNAUZER-183.html
Mountain Cur	CB162	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=162	Mountain Cur|Mountain Cur	United States	http://akc.org/dog-breeds/mountain-cur		https://www.ukcdogs.com/mountain-cur	
Mudi	CB163	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=163	Mudi|Hungarian Mudi|Canis Ovilis Fenyesi	Hungary	http://akc.org/dog-breeds/mudi	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Mudi	https://www.ukcdogs.com/mudi	http://www.fci.be/en/nomenclature/MUDI-238.html
Neapolitan Mastiff	CB164	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=164	Neapolitan Mastiff|Mastino|Mastino Napoletano|Italian Molosso|Can'e presa	Italy	http://akc.org/dog-breeds/neapolitan-mastiff	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Neapolitan-Mastiff	https://www.ukcdogs.com/neapolitan-mastiff	http://www.fci.be/en/nomenclature/NEAPOLITAN-MASTIFF-197.html
Nederlandse Kooikerhondje	CB165	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=165	Nederlandse Kooikerhondje|Nederlandse Little Cager Dog	Netherlands	http://akc.org/dog-breeds/nederlandse-kooikerhondje			http://www.fci.be/en/nomenclature/NEDERLANDSE-KOOIKERHONDJE-314.html
Newfoundland	CB166	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=166	Newfoundland|Newfoundland	Canada	http://akc.org/dog-breeds/newfoundland	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Newfoundland	https://www.ukcdogs.com/newfoundland	http://www.fci.be/en/nomenclature/NEWFOUNDLAND-50.html
Norfolk Terrier	CB167	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=167	Norfolk Terrier|Norfolk Terrier	United Kingdom	http://akc.org/dog-breeds/norfolk-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Norfolk-Terrier	https://www.ukcdogs.com/norfolk-terrier	http://www.fci.be/en/nomenclature/NORFOLK-TERRIER-272.html
Norrbottenspets	CB168	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=168	Norrbottenspets|Nordic Spitz|Norrbottenspitz|Pohjanpystykorva	Sweden	http://akc.org/dog-breeds/norrbottenspets	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Norrbottenspets		http://www.fci.be/en/nomenclature/NORRBOTTENSPITZ-276.html
Norwegian Buhund	CB169	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=169	Norwegian Buhund|Norsk Buhund|Norwegian Sheepdog	Norway	http://akc.org/dog-breeds/norwegian-buhund	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Norwegian-Buhund	https://www.ukcdogs.com/norwegian-buhund	http://www.fci.be/en/nomenclature/NORWEGIAN-BUHUND-237.html
Norwegian Elkhound	CB170	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=170	Norwegian Elkhound|Norsk Elghund|Gra Norsk Elghund|Gray Norwegian Elkhound|Small Grey Elk Dog|Norwegian Moose Dog|Harmaa norjanhirvikoira	Norway	http://akc.org/dog-breeds/norwegian-elkhound	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Norwegian-Elkhound	https://www.ukcdogs.com/norwegian-elkhound	http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-GREY-242.html
Norwegian Lundehund	CB171	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=171	Lundehund|Norsk Lundehund|Norwegian Puffin Dog	Norway	http://akc.org/dog-breeds/norwegian-lundehund	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Norwegian-Lundehund	https://www.ukcdogs.com/lundehund	http://www.fci.be/en/nomenclature/NORWEGIAN-LUNDEHUND-265.html
Norwich Terrier	CB172	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=172	Norwich Terrier|Norwich Terrier	United Kingdom	http://akc.org/dog-breeds/norwich-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Norwich-Terrier	https://www.ukcdogs.com/norwich-terrier	http://www.fci.be/en/nomenclature/NORWICH-TERRIER-72.html
Nova Scotia Duck Tolling Retriever	CB173	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=173	Toller|Duck Toller|Yarmouth Toller|Tolling Retriever|Little Red Duck Dog|Little River Duck Dog	Canada	http://akc.org/dog-breeds/nova-scotia-duck-tolling-retriever	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Retriever-Nova-Scotia-Duck-Tolling	https://www.ukcdogs.com/nova-scotia-duck-tolling-retriever	http://www.fci.be/en/nomenclature/NOVA-SCOTIA-DUCK-TOLLING-RETRIEVER-312.html
Old English Sheepdog	CB174	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=174	Old English Sheepdog|Old English Sheepdog	United Kingdom (England)	http://akc.org/dog-breeds/old-english-sheepdog	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Old-English-Sheepdog	https://www.ukcdogs.com/old-english-sheepdog	http://www.fci.be/en/nomenclature/OLD-ENGLISH-SHEEPDOG-16.html
Otterhound	CB175	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=175	Otterhound|Otterhound	United Kingdom (England)	http://akc.org/dog-breeds/otterhound	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Otterhound	https://www.ukcdogs.com/otterhound	http://www.fci.be/en/nomenclature/OTTERHOUND-294.html
Papillon	CB176	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=176	Butterfly Dog|Squirrel Dog (due to tail carriage)|Phalene (drop ear type)|Continental Toy Spaniel|Epagneul Nain Continental	Spain, Belgium, France	http://akc.org/dog-breeds/papillon	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Papillon	https://www.ukcdogs.com/papillon	
Parson Russell Terrier	CB177	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=177	Parson Russell Terrier|Parson|Parson Jack Russell Terrier|Jack Russell Terrier	United Kingdom (England)	http://akc.org/dog-breeds/parson-russell-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Parson-Russell-Terrier	https://www.ukcdogs.com/parson-russell-terrier	http://www.fci.be/en/nomenclature/PARSON-RUSSELL-TERRIER-339.html
Pekingese	CB178	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=178	Peke|Peking lion dog|Lion Dog|Chinese Spaniel|Pelchie Dog|Peking Palasthund	China	http://akc.org/dog-breeds/pekingese	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Pekingese	https://www.ukcdogs.com/pekingese	http://www.fci.be/en/nomenclature/PEKINGESE-207.html
Pembroke Welsh Corgi	CB179	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=179	Pembroke|PWC|Pem|Corgi|Welsh Corgi|Pembroke Welsh Corgi	United Kingdom(Wales)	http://akc.org/dog-breeds/pembroke-welsh-corgi	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Welsh-Corgi-Pembroke	https://www.ukcdogs.com/pembroke-welsh-corgi	
Perro de Presa Canario	CB180	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=180	Presa|Canary Mastiff|Canary Catch Dog|Canarian Molosser|Presa Canario|Dogo Canario	Spain	http://akc.org/dog-breeds/perro-de-presa-canario		https://www.ukcdogs.com/perro-de-presa-canario	http://www.fci.be/en/nomenclature/DOGO-CANARIO-346.html
Peruvian Inca Orchid	CB181	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=181	Peruvian Inca Orchid|Perro Sin Pelo de Peru|Inca Hairless Dog|Viringo|Peruvian Inca Orchid|Calato	Peru	http://akc.org/dog-breeds/peruvian-inca-orchid		https://www.ukcdogs.com/peruvian-inca-orchid	
Petit Basset Griffon Vendeen	CB182	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=182	PBGV|Petit Basset Griffon Vendeen	France	http://akc.org/dog-breeds/petit-basset-griffon-vendeen	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Petit-Basset-Griffon-Vendeen	https://www.ukcdogs.com/petit-basset-griffon-vendeen	http://www.fci.be/en/nomenclature/PETIT-BASSET-GRIFFON-VENDEEN-67.html
Pharaoh Hound	CB183	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=183	Pharaoh Hound|Kelb tal-Fenek in Maltese language	Malta	http://akc.org/dog-breeds/pharaoh-hound	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Pharaoh-Hound	https://www.ukcdogs.com/pharaoh-hound	http://www.fci.be/en/nomenclature/PHARAOH-HOUND-248.html
Plott	CB184	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=184	Plott|Plott|Plotthund|Plott Hound	United States	http://akc.org/dog-breeds/plott		https://www.ukcdogs.com/plott-hound	
Pointer	CB185	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=185	Pointer|English Pointer	United Kingdom (England)	http://akc.org/dog-breeds/pointer	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Pointer	https://www.ukcdogs.com/english-pointer	http://www.fci.be/en/nomenclature/ENGLISH-POINTER-1.html
Polish Lowland Sheepdog	CB186	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=186	PON|Nizinny|PLS|Polski Owczarek Nizinny (Polish)|Valee Sheepdog	Poland	http://akc.org/dog-breeds/polish-lowland-sheepdog	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Polish-Lowland-Sheepdog	https://www.ukcdogs.com/polish-owczarek-nizinny-poliski-owczarek-nizinny	http://www.fci.be/en/nomenclature/POLISH-LOWLAND-SHEEPDOG-251.html
Pomeranian	CB187	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=187	Pompom|Pom|Tumbleweed|Deutscher Spitz|Zwergspitz|Spitz nain|Spitz enano|Pom|Zwers	Germany, Poland	http://akc.org/dog-breeds/pomeranian	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Pomeranian	https://www.ukcdogs.com/pomeranian	
Poodle	CB188	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=188	Poodle|Caniche|Pudelhund	Germany, France	http://akc.org/dog-breeds/poodle		https://www.ukcdogs.com/poodle	http://www.fci.be/en/nomenclature/POODLE-172.html
Porcelaine	CB189	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=189	Porcelaine|Chien de Franche-Comte	France	http://akc.org/dog-breeds/porcelaine		https://www.ukcdogs.com/porcelaine	http://www.fci.be/en/nomenclature/PORCELAINE-30.html
Portuguese Podengo	CB190	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=190	Portuguese Podengo|Podengo Portugues|Portuguese Warren Hound	Portugal	http://akc.org/dog-breeds/portuguese-podengo		https://www.ukcdogs.com/portuguese-podengo	http://www.fci.be/en/nomenclature/PORTUGUESE-WARREN-HOUND-PORTUGUESE-PODENGO-94.html
Portuguese Podengo Pequeno	CB191	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=191	Portuguese Podengo Pequeno|Portuguese Podengo Pequeno		http://akc.org/dog-breeds/portuguese-podengo-pequeno			
Portuguese Pointer	CB192	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=192	Portuguese Pointer|Perdigueiro Portugues	Portugal	http://akc.org/dog-breeds/portuguese-pointer		https://www.ukcdogs.com/portuguese-pointer	http://www.fci.be/en/nomenclature/PORTUGUESE-POINTING-DOG-187.html
Portuguese Sheepdog	CB193	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=193	Cao macaco (monkey dog|macaque dog)|Portuguese Sheepdog	Portugal	http://akc.org/dog-breeds/portuguese-sheepdog	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Portuguese-Sheepdog	https://www.ukcdogs.com/portuguese-sheepdog	http://www.fci.be/en/nomenclature/PORTUGUESE-SHEEPDOG-93.html
Portuguese Water Dog	CB194	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=194	Portie|PWD|Water Dog|Cao de agua Portugues|Cao de agua Algarvio	Portugal	http://akc.org/dog-breeds/portuguese-water-dog	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Portuguese-Water-Dog	https://www.ukcdogs.com/portuguese-water-dog	http://www.fci.be/en/nomenclature/PORTUGUESE-WATER-DOG-37.html
Pudelpointer	CB195	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=195	Pudelpointer|Pudelpointer	Germany	http://akc.org/dog-breeds/pudelpointer	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Sporting-Dogs/Pudelpointer	https://www.ukcdogs.com/pudelpointer	http://www.fci.be/en/nomenclature/PUDELPOINTER-216.html
Pug	CB196	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=196	Pug|Chinese pug|Dutch bulldog|Dutch mastiff|Mini mastiff|Mops|Carlin	China	http://akc.org/dog-breeds/pug	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Pug	https://www.ukcdogs.com/pug	http://www.fci.be/en/nomenclature/PUG-253.html
Puli	CB197	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=197	Puli|Hungarian Puli	Hungary	http://akc.org/dog-breeds/puli	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Puli	https://www.ukcdogs.com/puli	http://www.fci.be/en/nomenclature/PULI-55.html
Pumi	CB198	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=198	Pumi|Hungarian Pumi|Hungarian herding terrier	Hungary	http://akc.org/dog-breeds/pumi		https://www.ukcdogs.com/pumi	http://www.fci.be/en/nomenclature/PUMI-56.html
Pyrenean Mastiff	CB199	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=199	Pyrenean Mastiff|Mastin del Pirineo|Mostin d'o Pireneu	Spain	http://akc.org/dog-breeds/pyrenean-mastiff		https://www.ukcdogs.com/pyrenean-mastiff	http://www.fci.be/en/nomenclature/PYRENEAN-MASTIFF-92.html
Pyrenean Shepherd	CB200	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=200	Pyr Shep|Berger des Pyrenees|Pastor de los Pirineos|Petit Berger|Pyrenees Sheepdog	France	http://akc.org/dog-breeds/pyrenean-shepherd	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Berger-des-Pyrenees	https://www.ukcdogs.com/berger-des-pyrenees	
Rafeiro do Alentejo	CB201	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=201	Rafeiro do Alentejo|Alentejo Mastiff|Portuguese Mastiff|Mutt of Alentejo	Portugal	http://akc.org/dog-breeds/rafeiro-do-alentejo		https://www.ukcdogs.com/alentejo-mastiff	http://www.fci.be/en/nomenclature/RAFEIRO-OF-ALENTEJO-96.html
Rat Terrier	CB202	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=202	RT|Rat|Rattie|American Rat Terrier|Ratting Terrier|Decker Giant	United States	http://akc.org/dog-breeds/rat-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Rat-Terrier	https://www.ukcdogs.com/rat-terrier	
Redbone Coonhound	CB203	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=203	Reds|Redbone Coonhound	United States	http://akc.org/dog-breeds/redbone-coonhound		https://www.ukcdogs.com/redbone-coonhound	
Rhodesian Ridgeback	CB204	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=204	Rhodesian Ridgeback|African lion dog|African lion hound	Zimbabwe	http://akc.org/dog-breeds/rhodesian-ridgeback	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Rhodesian-Ridgeback	https://www.ukcdogs.com/rhodesian-ridgeback	http://www.fci.be/en/nomenclature/RHODESIAN-RIDGEBACK-146.html
Rottweiler	CB205	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=205	Rott|Rottie|Rottweiler	Germany	http://akc.org/dog-breeds/rottweiler	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Rottweiler	https://www.ukcdogs.com/rottweiler	http://www.fci.be/en/nomenclature/ROTTWEILER-147.html
Russell Terrier	CB206	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=206	Russell Terrier|F.C.I. Jack Russell Terrier	United Kingdom (England)	http://akc.org/dog-breeds/russell-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Russell-Terrier		
Russian Toy	CB207	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=207	Russian Toy|Russian Toy Terrier|Russian Terrier|Moscow Toy Terrier|Moscovian Miniature Terrier	Russia	http://akc.org/dog-breeds/russian-toy	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Russkiy-Toy	https://www.ukcdogs.com/russkiy-toy	http://www.fci.be/en/nomenclature/RUSSIAN-TOY-352.html
Russian Tsvetnaya Bolonka	CB208	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=208	Russian Tsvetnaya Bolonka|Russian Tsvetnaya Bolonka|Bolonka Zwetna|Franzuskaya Bolonka|Russian Lapdogs	Russia	http://akc.org/dog-breeds/russian-tsvetnaya-bolonka			
Saluki	CB209	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=209	Saluki|Persian Greyhound|Tazi	Fertile Crescent	http://akc.org/dog-breeds/saluki	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Saluki	https://www.ukcdogs.com/saluki	http://www.fci.be/en/nomenclature/SALUKI-269.html
Samoyed	CB210	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=210	Smiley|Sammy|Bjelkier|Samoiedskaya Sobaka|Nenetskaya Laika	Russia	http://akc.org/dog-breeds/samoyed	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Samoyed	https://www.ukcdogs.com/samoyed	http://www.fci.be/en/nomenclature/SAMOYED-212.html
Schapendoes	CB211	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=211	Schapendoes|Dutch Schapendoes|Nederlandse Schapendoes|Dutch Sheepdog	Netherlands	http://akc.org/dog-breeds/schapendoes	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Schapendoes	https://www.ukcdogs.com/schapendoes	http://www.fci.be/en/nomenclature/DUTCH-SCHAPENDOES-313.html
Schipperke	CB212	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=212	Spitzke (until 1888)|Spits (until 1888)|Spitske (until 1888)|Schipperke	Belgium	http://akc.org/dog-breeds/schipperke	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Schipperke	https://www.ukcdogs.com/schipperke	http://www.fci.be/en/nomenclature/SCHIPPERKE-83.html
Scottish Deerhound	CB213	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=213	Scottish Deerhound|Deerhound	United Kingdom (Scotland)	http://akc.org/dog-breeds/scottish-deerhound	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Deerhound-Scottish	https://www.ukcdogs.com/scottish-deerhound	http://www.fci.be/en/nomenclature/DEERHOUND-164.html
Scottish Terrier	CB214	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=214	Scottie|Aberdeenie|Scottish Terrier	United Kingdom (Scotland)	http://akc.org/dog-breeds/scottish-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Scottish-Terrier	https://www.ukcdogs.com/scottish-terrier	http://www.fci.be/en/nomenclature/SCOTTISH-TERRIER-73.html
Sealyham Terrier	CB215	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=215	Sealyham Terrier|Welsh Border Terrier|Cowley Terrier	United Kingdom (Wales)	http://akc.org/dog-breeds/sealyham-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Terriers/Sealyham-Terrier	https://www.ukcdogs.com/sealyham-terrier	http://www.fci.be/en/nomenclature/SEALYHAM-TERRIER-74.html
Shetland Sheepdog	CB216	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=216	Sheltie|Shetland Collie (obsolete)|Dwarf Scotch Shepherd (obsolete)|Toonie dog (obsolete)	United Kingdom (Scotland)	http://akc.org/dog-breeds/shetland-sheepdog	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Herding-Dogs/Shetland-Sheepdog	https://www.ukcdogs.com/shetland-sheepdog	http://www.fci.be/en/nomenclature/SHETLAND-SHEEPDOG-88.html
Shiba Inu	CB217	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=217	Shiba|Japanese Shiba Inu|Japanese Small Size Dog|Shiba Ken	Japan	http://akc.org/dog-breeds/shiba-inu	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Shiba-Inu	https://www.ukcdogs.com/shiba	http://www.fci.be/en/nomenclature/SHIBA-257.html
Shih Tzu	CB218	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=218	Shih Tzu|Chinese Lion Dog|Chrysanthemum Dog	China	http://akc.org/dog-breeds/shih-tzu	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Non-Sporting-Dogs/Shih-Tzu	https://www.ukcdogs.com/shih-tzu	http://www.fci.be/en/nomenclature/SHIH-TZU-208.html
Shikoku	CB219	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=219	Shikoku|Kochi-ken|Mikawa Inu|Japanese Wolfdog	Japan	http://akc.org/dog-breeds/shikoku	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Hounds/Shikoku	https://www.ukcdogs.com/shikoku	http://www.fci.be/en/nomenclature/SHIKOKU-319.html
Siberian Husky	CB220	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=220	Husky|Sibe|Chukcha|Chuksha	Russia	http://akc.org/dog-breeds/siberian-husky	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Working-Dogs/Siberian-Husky	https://www.ukcdogs.com/siberian-husky	http://www.fci.be/en/nomenclature/SIBERIAN-HUSKY-270.html
Silky Terrier	CB221	https://ngdc.cncb.ac.cn/idog/breed/getBreedDetail.action?breedId=221	Silky Terrier|Silky|Australian Silky Terrier	Australia	http://akc.org/dog-breeds/silky-terrier	https://www.ckc.ca/en/Choosing-a-Dog/Choosing-a-Breed/Toy-Dogs/Silky-Terrier	https://www.ukcdogs.com/silky-terrier	http://www.fci.be/en/nomenclature/AUSTRALIAN-SILKY-TERRIER-236.html
